state_code,state,county,value,population,fips,measure_id
TX,Texas,Fort Bend,76.2,858527,48157,BPMED
SC,South Carolina,Georgetown,86.3,63921,45043,BPMED
UT,Utah,Cache,10.8,137417,49005,PHLTH
TX,Texas,Denton,5.7,941647,48121,CANCER
VT,Vermont,Franklin,75.1,50325,50011,BPMED
TX,Texas,Comal,28,174986,48091,DISABILITY
WI,Wisconsin,Sauk,10.2,65697,55111,CASTHMA
TN,Tennessee,Crockett,4.2,13979,47033,STROKE
SD,South Dakota,Ziebach,27.8,2380,46137,ARTHRITIS
WY,Wyoming,Teton,21.5,23575,56039,DISABILITY
VA,Virginia,Tazewell,18,39925,51185,MOBILITY
UT,Utah,Wasatch,14.3,36173,49051,MHLTH
TN,Tennessee,Grundy,34.6,13622,47061,LPA
WY,Wyoming,Sweetwater,17,41614,56037,BINGE
TN,Tennessee,Union,38,20040,47173,DISABILITY
TN,Tennessee,Greene,11.7,70621,47059,COPD
SC,South Carolina,Marlboro,20.2,26382,45069,ACCESS2
TN,Tennessee,Crockett,23.7,13979,47033,GHLTH
VA,Virginia,Southampton,30.6,18006,51175,DISABILITY
TX,Texas,Archer,79.6,8681,48009,BPMED
TX,Texas,Leon,10.4,15959,48289,INDEPLIVE
TN,Tennessee,Trousdale,33.3,12035,47169,DISABILITY
SD,South Dakota,Gregory,10.8,3977,46053,HEARING
UT,Utah,Washington,14.9,191226,49053,GHLTH
SC,South Carolina,Dillon,25.3,28087,45033,CSMOKING
TX,Texas,Cottle,5.2,1381,48101,STROKE
PA,Pennsylvania,McKean,23.2,39941,42083,DEPRESSION
TX,Texas,Live Oak,33.8,11377,48297,LPA
VA,Virginia,Lunenburg,16.7,11926,51111,MHLTH
VA,Virginia,Rappahannock,4.3,7407,51157,VISION
WI,Wisconsin,Juneau,5,26802,55057,VISION
WI,Wisconsin,Polk,82.7,45431,55095,CHOLSCREEN
TN,Tennessee,McNairy,9.9,25860,47109,HEARING
VA,Virginia,Prince Edward,3.3,21932,51147,KIDNEY
WV,West Virginia,Monongalia,26.9,106387,54061,DEPRESSION
TX,Texas,Calhoun,8.9,19727,48057,CASTHMA
SC,South Carolina,Edgefield,34.9,26153,45037,DISABILITY
VA,Virginia,Clarke,89.2,14881,51043,CHOLSCREEN
TN,Tennessee,Loudon,14,56690,47105,COGNITION
WV,West Virginia,Gilmer,29.5,7377,54021,ARTHRITIS
TX,Texas,Cherokee,22.8,51097,48073,GHLTH
TN,Tennessee,Knox,25.6,486677,47093,LPA
TX,Texas,Martin,5.6,5211,48317,CHD
TN,Tennessee,Carter,34.9,56134,47019,ARTHRITIS
SD,South Dakota,Charles Mix,9,9163,46023,COPD
TX,Texas,Webb,9.5,267945,48479,CASTHMA
UT,Utah,Sevier,72.5,21906,49041,CHECKUP
TX,Texas,Kendall,10.1,46788,48259,PHLTH
TN,Tennessee,Madison,25.4,98775,47113,DEPRESSION
VA,Virginia,Pittsylvania,30.1,59972,51143,LPA
WV,West Virginia,Marshall,43.5,30115,54051,BPHIGH
TX,Texas,Franklin,11.9,10464,48159,COGNITION
VA,Virginia,Waynesboro,14.2,22550,51820,COGNITION
PA,Pennsylvania,Philadelphia,16.9,1576251,42101,BINGE
WA,Washington,Kitsap,12.5,274314,53035,CSMOKING
PA,Pennsylvania,Northumberland,37.5,91266,42097,HIGHCHOL
TX,Texas,Bell,16.7,379617,48027,BINGE
TN,Tennessee,Union,4.1,20040,47173,STROKE
SC,South Carolina,Darlington,21,62755,45031,CSMOKING
WI,Wisconsin,Brown,80.5,269591,55009,CHOLSCREEN
SD,South Dakota,Charles Mix,13.1,9163,46023,PHLTH
VA,Virginia,Salem,34.8,25373,51775,BPHIGH
TX,Texas,Matagorda,16.3,36344,48321,COGNITION
TX,Texas,Reagan,15.2,3253,48383,MHLTH
TN,Tennessee,Hamblen,10.7,64468,47063,CASTHMA
WV,West Virginia,Summers,19.1,11908,54089,COGNITION
VA,Virginia,Colonial Heights,15.6,18273,51570,BINGE
PA,Pennsylvania,Pike,38.1,59952,42103,HIGHCHOL
VA,Virginia,Charles City,42.4,6594,51036,HIGHCHOL
SD,South Dakota,Bon Homme,14.9,7014,46009,GHLTH
TX,Texas,McCulloch,10.1,7533,48307,INDEPLIVE
VA,Virginia,Portsmouth,9.3,97840,51740,INDEPLIVE
TX,Texas,Collingsworth,6.2,2615,48087,SELFCARE
TN,Tennessee,McMinn,86.1,54059,47107,CHOLSCREEN
TX,Texas,Crosby,21.7,5106,48107,DEPRESSION
TN,Tennessee,Anderson,5.4,77576,47001,VISION
TN,Tennessee,Cumberland,23.4,62451,47035,GHLTH
VA,Virginia,Norton,40.7,3666,51720,HIGHCHOL
UT,Utah,Wasatch,2.6,36173,49051,KIDNEY
WI,Wisconsin,Adams,4.8,20875,55001,SELFCARE
TX,Texas,McCulloch,4.2,7533,48307,KIDNEY
VA,Virginia,Richmond City,8.7,226604,51760,ACCESS2
VA,Virginia,Newport News,37.8,184587,51700,HIGHCHOL
TN,Tennessee,Trousdale,3,12035,47169,STROKE
WA,Washington,Garfield,77.2,2346,53023,BPMED
WI,Wisconsin,Sheboygan,13.5,117747,55117,GHLTH
WV,West Virginia,Fayette,29.2,39927,54019,DEPRESSION
VA,Virginia,Accomack,30.7,33246,51001,LPA
TN,Tennessee,McNairy,9.2,25860,47109,CHD
TX,Texas,Hamilton,22.6,8229,48193,GHLTH
TX,Texas,Brooks,20.9,6994,48047,DIABETES
TN,Tennessee,Cannon,5.9,14553,47015,VISION
VA,Virginia,Rappahannock,34.5,7407,51157,ARTHRITIS
TN,Tennessee,Campbell,5.6,39578,47013,SELFCARE
WI,Wisconsin,Dane,72.7,563951,55025,BPMED
SD,South Dakota,Codington,3.4,28427,46029,STROKE
UT,Utah,Weber,69.7,267066,49057,CHECKUP
SC,South Carolina,Colleton,17.3,38462,45029,MHLTH
VA,Virginia,Fairfax,6.2,1139720,51059,CANCER
TX,Texas,Comanche,6,13775,48093,VISION
PA,Pennsylvania,Lawrence,22.5,85497,42073,DEPRESSION
WV,West Virginia,Tucker,8.5,6672,54093,ACCESS2
TX,Texas,Lipscomb,27.3,2931,48295,ARTHRITIS
SC,South Carolina,Dillon,4.3,28087,45033,KIDNEY
TN,Tennessee,Tipton,9,61004,47167,COPD
WV,West Virginia,Berkeley,13.5,126069,54003,BINGE
VA,Virginia,Roanoke,3.2,96589,51161,KIDNEY
SC,South Carolina,Lexington,3.1,300137,45063,KIDNEY
VA,Virginia,Surry,13.7,6530,51181,COGNITION
WI,Wisconsin,Dunn,6.3,45547,55033,HEARING
TX,Texas,Austin,80.1,30380,48015,BPMED
WV,West Virginia,Cabell,11,93418,54011,INDEPLIVE
VT,Vermont,Lamoille,5.9,26126,50015,CHD
TX,Texas,Jim Hogg,11.9,4801,48247,INDEPLIVE
SC,South Carolina,Oconee,26.6,79203,45073,LPA
SD,South Dakota,Tripp,8.8,5569,46123,INDEPLIVE
TX,Texas,Sherman,9.5,2798,48421,CASTHMA
WA,Washington,Skagit,73.3,130696,53057,BPMED
TN,Tennessee,Bradley,7.4,110162,47011,CHD
VA,Virginia,Harrisonburg,71,51430,51660,CHECKUP
PA,Pennsylvania,Lackawanna,26.2,215663,42069,LPA
TX,Texas,Harris,17.8,4728030,48201,BINGE
PA,Pennsylvania,Lebanon,3.5,143493,42075,STROKE
TN,Tennessee,Sullivan,18.6,159265,47163,MOBILITY
TX,Texas,Shelby,8,23939,48419,VISION
WV,West Virginia,Brooke,29.1,22140,54009,LPA
TX,Texas,Walker,7.1,77977,48471,HEARING
TX,Texas,Ward,8,11194,48475,HEARING
TN,Tennessee,Carroll,10.6,28432,47017,COPD
VA,Virginia,Powhatan,6,31136,51145,ACCESS2
TX,Texas,Madison,73.8,13718,48313,BPMED
SD,South Dakota,Haakon,15.9,1835,46055,DEPRESSION
VA,Virginia,Washington,24.7,53635,51191,DEPRESSION
SC,South Carolina,Allendale,8.2,7858,45005,SELFCARE
WI,Wisconsin,Marquette,11.9,15792,55077,DIABETES
VA,Virginia,Amelia,41,13268,51007,BPHIGH
WV,West Virginia,Logan,26.1,31909,54045,MOBILITY
TX,Texas,Midland,17.2,167969,48329,GHLTH
TX,Texas,Runnels,30.2,9943,48399,LPA
TN,Tennessee,Grundy,38.4,13622,47061,OBESITY
TX,Texas,Jeff Davis,7,1949,48243,SELFCARE
TX,Texas,Foard,9.7,1080,48155,CANCER
WA,Washington,Pend Oreille,8,13886,53051,INDEPLIVE
TX,Texas,Limestone,22.7,22119,48293,DEPRESSION
WI,Wisconsin,Jackson,4.9,21121,55053,VISION
TX,Texas,Real,9.7,2826,48385,CANCER
TX,Texas,Smith,14,237186,48423,COGNITION
TX,Texas,Wood,13.9,45875,48499,COGNITION
WI,Wisconsin,Marquette,38.5,15792,55077,BPHIGH
WA,Washington,Grays Harbor,8.8,76841,53027,COPD
SC,South Carolina,Calhoun,19.3,14165,45017,CSMOKING
WV,West Virginia,Doddridge,11.8,7735,54017,COPD
UT,Utah,Tooele,28.2,76640,49045,DISABILITY
TX,Texas,Knox,73.5,3351,48275,CHECKUP
TX,Texas,Caldwell,16.5,46791,48055,BINGE
SC,South Carolina,Edgefield,7.3,26153,45037,VISION
SC,South Carolina,Cherokee,20.8,56052,45021,CSMOKING
TN,Tennessee,Wayne,16,16409,47181,PHLTH
VA,Virginia,Bland,8,6173,51021,ACCESS2
VA,Virginia,Fredericksburg,4.5,28367,51630,HEARING
WI,Wisconsin,Pierce,5.4,42587,55093,CHD
TX,Texas,Cottle,27.1,1381,48101,GHLTH
UT,Utah,Juab,7.1,12155,49023,INDEPLIVE
TX,Texas,Uvalde,76.9,24729,48463,BPMED
PA,Pennsylvania,Indiana,7.3,82886,42063,CHD
VA,Virginia,King William,27,18171,51101,DISABILITY
RI,Rhode Island,Providence,14.4,658221,44007,CSMOKING
TX,Texas,Maverick,9.6,58056,48323,CASTHMA
TX,Texas,Austin,72.8,30380,48015,CHECKUP
TN,Tennessee,Davidson,11.4,703953,47037,ACCESS2
TX,Texas,Kenedy,8.4,340,48261,COPD
TX,Texas,Carson,11.4,5746,48065,DIABETES
TX,Texas,Lipscomb,36.7,2931,48295,BPHIGH
TX,Texas,McLennan,12.3,263115,48309,DIABETES
WA,Washington,Island,11.3,87432,53029,COGNITION
TX,Texas,Fannin,19.8,36569,48147,GHLTH
VA,Virginia,Augusta,24.7,77563,51015,LPA
WY,Wyoming,Sweetwater,20,41614,56037,DEPRESSION
SD,South Dakota,Hanson,32.1,3505,46061,BPHIGH
WI,Wisconsin,Eau Claire,6.1,106452,55035,HEARING
TX,Texas,Uvalde,81.4,24729,48463,CHOLSCREEN
SD,South Dakota,Buffalo,36.1,1923,46017,LPA
PA,Pennsylvania,Northampton,23.7,313628,42095,LPA
VT,Vermont,Orange,8.5,29541,50017,CANCER
TN,Tennessee,Morgan,14.3,21254,47129,BINGE
TN,Tennessee,Polk,37.6,17776,47139,DISABILITY
WI,Wisconsin,Monroe,78.8,46193,55081,BPMED
TX,Texas,Comanche,34.7,13775,48093,DISABILITY
TX,Texas,Kent,20.6,749,48263,DEPRESSION
WA,Washington,Jefferson,3.9,33605,53031,SELFCARE
VA,Virginia,Nelson,10.2,14790,51125,CASTHMA
TX,Texas,Hockley,8,21363,48219,COPD
PA,Pennsylvania,Jefferson,17,44114,42065,MOBILITY
VA,Virginia,Nottoway,4.5,15594,51135,STROKE
WI,Wisconsin,Pierce,9.7,42587,55093,MOBILITY
VA,Virginia,Shenandoah,8.4,44752,51171,CANCER
WI,Wisconsin,Sauk,7.2,65697,55111,HEARING
VA,Virginia,Westmoreland,44.2,18731,51193,BPHIGH
WI,Wisconsin,Forest,8.4,9258,55041,INDEPLIVE
TX,Texas,San Jacinto,5.6,27878,48407,SELFCARE
VA,Virginia,Prince Edward,75.2,21932,51147,CHECKUP
TN,Tennessee,Jackson,17.8,11750,47087,COGNITION
TX,Texas,Atascosa,8.7,49939,48013,INDEPLIVE
VA,Virginia,Appomattox,9,16353,51011,COPD
VA,Virginia,Northumberland,85.7,12029,51133,BPMED
VA,Virginia,Powhatan,25.8,31136,51145,DISABILITY
SD,South Dakota,Perkins,83,2819,46105,BPMED
VA,Virginia,Warren,86.1,40925,51187,CHOLSCREEN
WV,West Virginia,Mason,44.7,25157,54053,BPHIGH
SD,South Dakota,Perkins,30.6,2819,46105,ARTHRITIS
TN,Tennessee,Rhea,80.2,33136,47143,BPMED
TN,Tennessee,Warren,29.5,41523,47177,DEPRESSION
TX,Texas,Martin,8,5211,48317,INDEPLIVE
TX,Texas,Lynn,22.3,5688,48305,DEPRESSION
TX,Texas,Cochran,20.8,2516,48079,COGNITION
SC,South Carolina,Dillon,18.8,28087,45033,COGNITION
WV,West Virginia,Putnam,88.7,57260,54079,CHOLSCREEN
TX,Texas,Gaines,10,21895,48165,CASTHMA
VA,Virginia,Gloucester,3.3,39069,51073,KIDNEY
WV,West Virginia,Wayne,4.3,38498,54099,STROKE
WA,Washington,Benton,16.9,210025,53005,BINGE
WI,Wisconsin,Vilas,22.6,23520,55125,LPA
WA,Washington,Chelan,35.7,79646,53007,HIGHCHOL
TX,Texas,Young,13.1,17977,48503,PHLTH
SC,South Carolina,Sumter,41.4,104758,45085,OBESITY
VA,Virginia,Bath,12.3,4114,51017,COPD
WI,Wisconsin,Green Lake,4.8,19229,55047,VISION
TN,Tennessee,Bledsoe,26.2,15234,47007,DEPRESSION
TX,Texas,San Patricio,24.5,69699,48409,ARTHRITIS
TN,Tennessee,Roane,3.9,53992,47145,STROKE
SC,South Carolina,Florence,36.8,136504,45041,HIGHCHOL
VA,Virginia,Falls Church,2,14493,51610,STROKE
WV,West Virginia,Mingo,21.8,23005,54059,MHLTH
RI,Rhode Island,Kent,35.1,170715,44003,HIGHCHOL
TX,Texas,Reeves,19.5,14487,48389,ARTHRITIS
TX,Texas,Medina,12.2,51981,48325,PHLTH
VA,Virginia,Hopewell,19.3,23140,51670,MOBILITY
WI,Wisconsin,Menominee,22.4,4289,55078,GHLTH
UT,Utah,Iron,7.2,60519,49021,HEARING
VA,Virginia,Newport News,78.3,184587,51700,CHECKUP
VA,Virginia,Richmond,9.7,9017,51159,COPD
SC,South Carolina,Pickens,25.8,132229,45077,ARTHRITIS
TX,Texas,Hood,14,64222,48221,ACCESS2
PA,Pennsylvania,Lycoming,17.2,113605,42081,GHLTH
SC,South Carolina,Bamberg,10.6,13189,45009,CASTHMA
VA,Virginia,Rappahannock,14.3,7407,51157,BINGE
WV,West Virginia,Fayette,11.9,39927,54019,BINGE
TX,Texas,Yoakum,9.4,7607,48501,CASTHMA
SD,South Dakota,Codington,12.4,28427,46029,MOBILITY
SC,South Carolina,Greenville,11.9,533834,45045,COGNITION
TX,Texas,Johnson,37.2,187280,48251,HIGHCHOL
TX,Texas,Lamar,39.6,50098,48277,HIGHCHOL
TX,Texas,Brooks,39.8,6994,48047,BPHIGH
TX,Texas,Rusk,7,52743,48401,CANCER
TX,Texas,Callahan,17.9,14115,48059,GHLTH
TX,Texas,Terrell,6.4,724,48443,SELFCARE
WV,West Virginia,Morgan,20.1,17221,54065,MOBILITY
SC,South Carolina,Horry,3.8,365579,45051,KIDNEY
TX,Texas,Val Verde,3.5,47564,48465,STROKE
TX,Texas,Cottle,23.2,1381,48101,DEPRESSION
SD,South Dakota,Todd,43,9286,46121,CSMOKING
VA,Virginia,Warren,7.5,40925,51187,INDEPLIVE
TX,Texas,Tyler,20.9,20077,48457,CSMOKING
TX,Texas,Llano,11.1,21978,48299,CANCER
VA,Virginia,Petersburg,11.6,33429,51730,BINGE
TN,Tennessee,Henry,24.2,32239,47079,GHLTH
VT,Vermont,Chittenden,5.3,168865,50007,INDEPLIVE
WV,West Virginia,Harrison,3.6,65158,54033,KIDNEY
TX,Texas,Angelina,42.8,86506,48005,OBESITY
TX,Texas,Caldwell,7.5,46791,48055,COPD
SD,South Dakota,Clark,84.8,3855,46025,CHOLSCREEN
VA,Virginia,Roanoke City,9.4,98865,51770,INDEPLIVE
TX,Texas,Hartley,27.5,5397,48205,DISABILITY
TX,Texas,Eastland,5.2,17864,48133,SELFCARE
WV,West Virginia,Mercer,20.2,59097,54055,MHLTH
SC,South Carolina,Bamberg,19.6,13189,45009,DEPRESSION
WA,Washington,Garfield,35.1,2346,53023,ARTHRITIS
TN,Tennessee,Grainger,9.2,23763,47057,CHD
SC,South Carolina,Orangeburg,7.2,82962,45075,CANCER
UT,Utah,Grand,4.8,9663,49019,VISION
TX,Texas,La Salle,76.4,6670,48283,CHOLSCREEN
TX,Texas,Baylor,73.8,3477,48023,CHECKUP
WI,Wisconsin,Barron,12,46719,55005,COGNITION
WI,Wisconsin,Marathon,13.3,137648,55073,MHLTH
WY,Wyoming,Weston,36.2,6745,56045,HIGHCHOL
TX,Texas,Galveston,5.8,355062,48167,CHD
SC,South Carolina,Marion,84.5,28784,45067,CHOLSCREEN
SC,South Carolina,Orangeburg,40.7,82962,45075,HIGHCHOL
TN,Tennessee,Overton,6.6,22839,47133,VISION
WV,West Virginia,Monroe,22.2,12332,54063,MOBILITY
SC,South Carolina,Spartanburg,6.9,335864,45083,CANCER
TX,Texas,Hardeman,20.3,3552,48197,ACCESS2
VA,Virginia,Clarke,31,14881,51043,ARTHRITIS
SC,South Carolina,Jasper,86.1,30324,45053,CHOLSCREEN
WV,West Virginia,Wayne,15.4,38498,54099,DIABETES
WA,Washington,Pacific,34,23948,53049,DISABILITY
WA,Washington,Ferry,71.7,7273,53019,CHECKUP
TX,Texas,Gillespie,13.5,27297,48171,MHLTH
VA,Virginia,Chesterfield,13.1,370688,51041,CSMOKING
UT,Utah,Davis,8,367285,49011,CSMOKING
TX,Texas,Burleson,15.8,18051,48051,BINGE
VA,Virginia,Washington,8.1,53635,51191,INDEPLIVE
TX,Texas,Floyd,32,5350,48153,LPA
SD,South Dakota,Brown,12.3,38101,46013,MOBILITY
TX,Texas,Freestone,3.8,19774,48161,KIDNEY
TX,Texas,Limestone,15.7,22119,48293,BINGE
TX,Texas,Tom Green,23.6,119411,48451,ARTHRITIS
UT,Utah,Davis,11.5,367285,49011,COGNITION
VA,Virginia,Waynesboro,6.8,22550,51820,CHD
PA,Pennsylvania,Lackawanna,85.6,215663,42069,CHOLSCREEN
TX,Texas,Hidalgo,30.3,880356,48215,GHLTH
SD,South Dakota,Spink,37.3,6269,46115,HIGHCHOL
WY,Wyoming,Uinta,9.5,20635,56041,CASTHMA
TN,Tennessee,Hamilton,16.3,369135,47065,CSMOKING
WI,Wisconsin,Portage,12.6,70468,55097,GHLTH
TX,Texas,Haskell,79.1,5411,48207,BPMED
TN,Tennessee,Cheatham,38.9,41523,47021,HIGHCHOL
SD,South Dakota,Edmunds,10.7,4033,46045,DIABETES
VA,Virginia,Waynesboro,15.5,22550,51820,MOBILITY
TX,Texas,Tom Green,9.3,119411,48451,CASTHMA
VA,Virginia,Accomack,23.2,33246,51001,GHLTH
SD,South Dakota,Haakon,4.4,1835,46055,STROKE
TX,Texas,McMullen,4.7,608,48311,KIDNEY
TN,Tennessee,Humphreys,40.2,19211,47085,BPHIGH
PA,Pennsylvania,Warren,38.7,38134,42123,BPHIGH
TX,Texas,Mason,3.8,3943,48319,SELFCARE
PA,Pennsylvania,Potter,15,16259,42105,BINGE
UT,Utah,Uintah,75.5,36204,49047,CHOLSCREEN
SD,South Dakota,Stanley,9.2,3032,46117,PHLTH
WV,West Virginia,Pocahontas,12.2,7841,54075,HEARING
SD,South Dakota,Codington,18.8,28427,46029,DEPRESSION
VA,Virginia,Danville,7.6,42215,51590,CANCER
PA,Pennsylvania,Lawrence,16,85497,42073,BINGE
VA,Virginia,Pittsylvania,87.1,59972,51143,CHOLSCREEN
WV,West Virginia,Pocahontas,14.6,7841,54075,COPD
WV,West Virginia,Taylor,22.5,16492,54091,GHLTH
TX,Texas,Collingsworth,83.4,2615,48087,CHOLSCREEN
WV,West Virginia,Taylor,32,16492,54091,LPA
TX,Texas,Bell,72.5,379617,48027,CHECKUP
TN,Tennessee,Moore,41.8,6644,47127,HIGHCHOL
TX,Texas,Denton,86.2,941647,48121,CHOLSCREEN
WA,Washington,Walla Walla,4.9,62682,53071,VISION
VA,Virginia,Floyd,82.4,15566,51063,BPMED
WI,Wisconsin,Pierce,5.5,42587,55093,COPD
SC,South Carolina,Florence,82.9,136504,45041,CHECKUP
SD,South Dakota,Hamlin,10.9,6255,46057,COGNITION
UT,Utah,Juab,23,12155,49023,ARTHRITIS
VA,Virginia,Martinsville,44.7,13517,51690,OBESITY
TN,Tennessee,Shelby,6.4,924454,47157,CHD
VA,Virginia,Bath,9.7,4114,51017,CANCER
TX,Texas,Smith,3.5,237186,48423,STROKE
WV,West Virginia,Upshur,16.4,23791,54097,PHLTH
VA,Virginia,Henry,11.4,50248,51089,CASTHMA
TN,Tennessee,Hancock,21.3,6787,47067,COGNITION
TN,Tennessee,DeKalb,4.1,20478,47041,STROKE
VA,Virginia,Prince George,36.7,42880,51149,BPHIGH
TX,Texas,Wilbarger,7.2,12731,48487,CANCER
TN,Tennessee,Morgan,75.8,21254,47129,CHECKUP
TX,Texas,Fort Bend,15.5,858527,48157,BINGE
VA,Virginia,Hopewell,10,23140,51670,COPD
TX,Texas,Lavaca,15.9,20544,48285,MHLTH
SD,South Dakota,Butte,13.2,10456,46019,MHLTH
TN,Tennessee,Henderson,81.6,27953,47077,BPMED
TX,Texas,Shelby,17.5,23939,48419,COGNITION
WI,Wisconsin,Jefferson,77.9,84943,55055,BPMED
TX,Texas,Floyd,15.3,5350,48153,DIABETES
WV,West Virginia,Mineral,34.3,26857,54057,OBESITY
WV,West Virginia,Clay,20.6,7892,54015,COGNITION
UT,Utah,Morgan,22.8,12657,49029,ARTHRITIS
PA,Pennsylvania,Westmoreland,7.7,353057,42129,COPD
WI,Wisconsin,Jackson,7.7,21121,55053,COPD
TN,Tennessee,Fentress,19,18850,47049,COGNITION
WV,West Virginia,Tyler,15.6,8155,54095,PHLTH
TX,Texas,Gonzales,17.9,19641,48177,CSMOKING
WI,Wisconsin,Eau Claire,5.3,106452,55035,CHD
TX,Texas,Hopkins,17.8,37211,48223,CSMOKING
VA,Virginia,Orange,12.5,37188,51137,COGNITION
TN,Tennessee,Carroll,82,28432,47017,BPMED
SC,South Carolina,Laurens,20.6,67803,45059,CSMOKING
VA,Virginia,Hanover,14,111603,51085,MHLTH
RI,Rhode Island,Kent,6.4,170715,44003,INDEPLIVE
TN,Tennessee,Sumner,10.3,200557,47165,CASTHMA
WI,Wisconsin,Pierce,5.9,42587,55093,INDEPLIVE
WV,West Virginia,Monroe,12.8,12332,54063,COPD
VA,Virginia,Colonial Heights,3.4,18273,51570,SELFCARE
TX,Texas,Harris,82.9,4728030,48201,CHOLSCREEN
VA,Virginia,Prince William,8.7,484472,51153,ACCESS2
VA,Virginia,Surry,17.8,6530,51181,CSMOKING
TN,Tennessee,Scott,41.9,21917,47151,DISABILITY
TX,Texas,Coke,22.8,3321,48081,DEPRESSION
TX,Texas,Clay,35.9,10263,48077,OBESITY
WI,Wisconsin,Racine,14.6,196896,55101,CSMOKING
SD,South Dakota,Douglas,9.5,2821,46043,CANCER
WI,Wisconsin,Monroe,16.8,46193,55081,CSMOKING
WA,Washington,Snohomish,15.7,833540,53061,MHLTH
SD,South Dakota,Beadle,12.4,19121,46005,MHLTH
TX,Texas,Hill,3.9,36471,48217,STROKE
SC,South Carolina,Greenwood,39.8,69241,45047,OBESITY
VA,Virginia,Shenandoah,7.6,44752,51171,CHD
TX,Texas,Maverick,39.5,58056,48323,DISABILITY
TX,Texas,Wilson,26.1,51257,48493,LPA
TX,Texas,Kaufman,5.1,157768,48257,VISION
TX,Texas,Coke,14.5,3321,48081,COGNITION
TX,Texas,Zavala,18.2,9534,48507,MHLTH
WI,Wisconsin,Rock,3.1,164381,55105,KIDNEY
SD,South Dakota,Faulk,9.4,2137,46049,CANCER
TX,Texas,Panola,27.9,22675,48365,LPA
TX,Texas,DeWitt,25.4,19918,48123,ACCESS2
TN,Tennessee,Lake,14.3,7128,47095,BINGE
WY,Wyoming,Laramie,32.2,100863,56021,OBESITY
VA,Virginia,Russell,8.8,25550,51167,CHD
SC,South Carolina,Marlboro,17.2,26382,45069,PHLTH
TN,Tennessee,Greene,4.2,70621,47059,STROKE
WA,Washington,Skagit,13.2,130696,53057,CSMOKING
TX,Texas,Red River,10.2,11555,48387,HEARING
SD,South Dakota,Miner,27.8,2314,46097,ARTHRITIS
TX,Texas,Kinney,7.6,3130,48271,CANCER
WV,West Virginia,Marshall,39,30115,54051,ARTHRITIS
SD,South Dakota,Walworth,12.1,5248,46129,MHLTH
VA,Virginia,Louisa,5,38848,51109,VISION
PA,Pennsylvania,Huntingdon,13.2,43889,42061,PHLTH
WV,West Virginia,Marion,86.2,56001,54049,CHOLSCREEN
PA,Pennsylvania,Mercer,8.9,109972,42085,COPD
TX,Texas,Cottle,13.2,1381,48101,BINGE
SD,South Dakota,Hyde,7.9,1236,46069,CHD
WI,Wisconsin,Door,78,30369,55029,CHECKUP
VA,Virginia,James City,20,79882,51095,DEPRESSION
PA,Pennsylvania,Sullivan,7.7,5868,42113,ACCESS2
WA,Washington,Yakima,9.7,256035,53077,INDEPLIVE
TX,Texas,Childress,35.4,6736,48075,HIGHCHOL
VA,Virginia,Gloucester,77.6,39069,51073,CHECKUP
SD,South Dakota,Yankton,8.7,23297,46135,CASTHMA
TN,Tennessee,Lincoln,36.3,35433,47103,OBESITY
TX,Texas,Crockett,39.7,3068,48105,HIGHCHOL
TN,Tennessee,Coffee,31.6,59032,47031,LPA
TX,Texas,Montague,12.9,20409,48337,DIABETES
TX,Texas,Wilson,9.1,51257,48493,CASTHMA
VA,Virginia,Alexandria,21.8,154706,51510,ARTHRITIS
VA,Virginia,Portsmouth,6,97840,51740,CHD
VA,Virginia,Poquoson,38.3,12574,51735,HIGHCHOL
SC,South Carolina,Allendale,18.7,7858,45005,COGNITION
TN,Tennessee,Franklin,16.4,43215,47051,COGNITION
PA,Pennsylvania,Mifflin,10.3,46136,42087,COPD
SD,South Dakota,Oglala Lakota,14.1,13586,46102,CASTHMA
VA,Virginia,Craig,9,4865,51045,CANCER
TX,Texas,Collin,9.2,1109462,48085,MOBILITY
SC,South Carolina,Georgetown,33.8,63921,45043,DISABILITY
VA,Virginia,Northumberland,33.5,12029,51133,DISABILITY
TX,Texas,Hemphill,3.6,3271,48211,SELFCARE
WI,Wisconsin,Rock,75.6,164381,55105,CHECKUP
SC,South Carolina,Marlboro,13.7,26382,45069,BINGE
WI,Wisconsin,Waushara,27.1,24828,55137,DISABILITY
VA,Virginia,King George,87,27489,51099,CHOLSCREEN
VA,Virginia,Fauquier,6.3,73815,51061,ACCESS2
TN,Tennessee,Van Buren,45.7,6324,47175,BPHIGH
VA,Virginia,Rockbridge,31.5,22641,51163,DISABILITY
TN,Tennessee,Knox,16.6,486677,47093,GHLTH
VT,Vermont,Orleans,32.4,27546,50019,ARTHRITIS
SC,South Carolina,Fairfield,86.5,20690,45039,CHOLSCREEN
VA,Virginia,Bland,8.7,6173,51021,CANCER
TX,Texas,Harrison,17.1,69150,48203,MHLTH
VA,Virginia,Petersburg,20,33429,51730,CSMOKING
TX,Texas,Gray,77.3,21030,48179,BPMED
TN,Tennessee,Maury,4.5,104760,47119,VISION
WV,West Virginia,Cabell,33.9,93418,54011,ARTHRITIS
VA,Virginia,Wythe,19,28178,51197,GHLTH
SD,South Dakota,Davison,33.3,19878,46035,BPHIGH
TN,Tennessee,Stewart,3.5,13855,47161,KIDNEY
SD,South Dakota,Bennett,30.8,3406,46007,LPA
UT,Utah,Tooele,10.8,76640,49045,PHLTH
VA,Virginia,Arlington,6.8,232965,51013,MOBILITY
